Name,Symbol,Market Cap,Date,Rank
RENBTCrenBTC,RENBTC,"$381,662,599.97",2020-12-31,53
EGLDElrond,EGLD,"$361,903,161.26",2020-12-31,54
ONTOntology,ONT,"$354,639,808.03",2020-12-31,55
DGBDigiByte,DGB,"$347,030,364.70",2020-12-31,56
OMGOMG Network,OMG,"$343,502,087.25",2020-12-31,57
LUNATerra,LUNA,"$316,761,735.98",2020-12-31,58
NEXONexo,NEXO,"$310,793,137.19",2020-12-31,59
BATBasic Attention Token,BAT,"$298,008,812.28",2020-12-31,60
BTTBitTorrent,BTT,"$285,705,643.08",2020-12-31,61
RENRen,REN,"$284,236,865.69",2020-12-31,62
STXBlockstack,STX,"$282,011,933.31",2020-12-31,63
NEARNEAR Protocol,NEAR,"$274,555,948.59",2020-12-31,64
TUSDTrueUSD,TUSD,"$274,830,227.14",2020-12-31,65
ICXICON,ICX,"$269,252,234.55",2020-12-31,66
ZRX0x,ZRX,"$265,612,317.72",2020-12-31,67
PAXPaxos Standard,PAX,"$244,538,670.94",2020-12-31,68
AVAXAvalanche,AVAX,"$241,244,544.96",2020-12-31,69
CHSBSwissBorg,CHSB,"$240,284,980.35",2020-12-31,70
QTUMQtum,QTUM,"$217,737,366.92",2020-12-31,71
AMPLAmpleforth,AMPL,"$215,122,042.97",2020-12-31,72
HBARHedera Hashgraph,HBAR,"$210,182,003.01",2020-12-31,73
ABBCABBC Coin,ABBC,"$205,604,523.55",2020-12-31,74
LRCLoopring,LRC,"$204,177,515.10",2020-12-31,75
RSRReserve Rights,RSR,"$186,583,533.05",2020-12-31,76
EWTEnergy Web Token,EWT,"$188,156,281.30",2020-12-31,77
RUNETHORChain,RUNE,"$185,319,297.52",2020-12-31,78
CELOCelo,CELO,"$183,885,193.14",2020-12-31,79
USTTerraUSD,UST,"$181,481,833.03",2020-12-31,80
REPAugur,REP,"$177,929,434.18",2020-12-31,81
TFUELTheta Fuel,TFUEL,"$165,524,553.38",2020-12-31,82
KNCKyber Network,KNC,"$159,165,911.38",2020-12-31,83
HEDGHedgeTrade,HEDG,"$159,297,914.13",2020-12-31,84
NXMNXM,NXM,"$154,754,066.17",2020-12-31,85
BTGBitcoin Gold,BTG,"$147,377,756.38",2020-12-31,86
LSKLisk,LSK,"$146,762,914.91",2020-12-31,87
SCSiacoin,SC,"$141,192,641.62",2020-12-31,88
HUSDHUSD,HUSD,"$142,926,496.90",2020-12-31,89
MAIDMaidSafeCoin,MAID,"$139,681,873.68",2020-12-31,90
OCEANOcean Protocol,OCEAN,"$137,025,299.68",2020-12-31,91
NANONano,NANO,"$136,101,705.49",2020-12-31,92
QNTQuant,QNT,"$135,591,524.76",2020-12-31,93
CVTCyberVein,CVT,"$126,820,015.45",2020-12-31,94
ZENHorizen,ZEN,"$122,762,295.66",2020-12-31,95
XVGVerge,XVG,"$123,031,987.85",2020-12-31,96
BNTBancor,BNT,"$121,894,997.64",2020-12-31,97
ANTAragon,ANT,"$120,841,206.87",2020-12-31,98
ZBZB Token,ZB,"$117,598,843.51",2020-12-31,99
MANADecentraland,MANA,"$116,107,505.12",2020-12-31,100
GNOGnosis,GNO,"$113,597,602.55",2020-12-31,101
CHZChiliz,CHZ,"$116,224,952.66",2020-12-31,102
RIFRSK Infrastructure Framework,RIF,"$108,952,414.04",2020-12-31,103
BANDBand Protocol,BAND,"$109,443,432.89",2020-12-31,104
ENJEnjin Coin,ENJ,"$107,554,251.08",2020-12-31,105
SNTStatus,SNT,"$107,328,088.64",2020-12-31,106
KINKin,KIN,"$87,439,362.90",2020-12-31,107
NMRNumeraire,NMR,"$100,012,754.92",2020-12-31,108
HOTHolo,HOT,"$100,703,832.46",2020-12-31,109
1INCH1inch,1INCH,"$98,719,820.37",2020-12-31,110
BALBalancer,BAL,"$95,269,688.54",2020-12-31,111
RVNRavencoin,RVN,"$98,180,629.36",2020-12-31,112
CRVCurve DAO Token,CRV,"$97,578,496.67",2020-12-31,113
MONAMonaCoin,MONA,"$88,176,472.87",2020-12-31,114
ARArweave,AR,"$87,748,225.21",2020-12-31,115
BCDBitcoin Diamond,BCD,"$87,767,153.08",2020-12-31,116
IOSTIOST,IOST,"$86,876,374.68",2020-12-31,117
MATICMatic Network,MATIC,"$84,850,951.59",2020-12-31,118
DXDxChain Token,DX,"$83,829,076.18",2020-12-31,119
CKBNervos Network,CKB,"$83,489,410.39",2020-12-31,120
HNTHelium,HNT,"$82,507,666.49",2020-12-31,121
OXTOrchid,OXT,"$81,899,608.82",2020-12-31,122
PAXGPAX Gold,PAXG,"$76,044,655.76",2020-12-31,123
BTMBytom,BTM,"$73,745,162.95",2020-12-31,124
GNTGolem,GNT,"$72,597,328.25",2020-12-31,125
ARDRArdor,ARDR,"$72,250,201.34",2020-12-31,126
SOLSolana,SOL,"$70,362,439.70",2020-12-31,127
PNKKleros,PNK,"$66,134,772.03",2020-12-31,128
UBTUnibright,UBT,"$64,905,983.58",2020-12-31,129
KMDKomodo,KMD,"$62,631,233.29",2020-12-31,130
STORJStorj,STORJ,"$63,146,511.50",2020-12-31,131
ROSEOasis Network,ROSE,"$62,374,319.97",2020-12-31,132
YFIIDFI.Money,YFII,"$62,055,171.93",2020-12-31,133
NOIASyntropy,NOIA,"$62,350,930.28",2020-12-31,134
STEEMSteem,STEEM,"$61,968,316.28",2020-12-31,135
BTSBitShares,BTS,"$61,909,847.24",2020-12-31,136
SXPSwipe,SXP,"$60,908,915.55",2020-12-31,137
VLXVelas,VLX,"$62,116,797.66",2020-12-31,138
KAVAKava.io,KAVA,"$60,721,330.95",2020-12-31,139
INJInjective Protocol,INJ,"$60,990,728.92",2020-12-31,140
RLCiExec RLC,RLC,"$58,517,987.16",2020-12-31,141
DIVIDivi,DIVI,"$58,797,610.81",2020-12-31,142
CVCCivic,CVC,"$56,682,312.00",2020-12-31,143
ELFaelf,ELF,"$55,757,262.55",2020-12-31,144
ANKRAnkr,ANKR,"$54,705,429.82",2020-12-31,145
KCSKuCoin Shares,KCS,"$55,635,813.02",2020-12-31,146
UTKUtrust,UTK,"$54,203,027.21",2020-12-31,147
WAXPWAX,WAXP,"$53,375,351.77",2020-12-31,148
WANWanchain,WAN,"$52,699,883.18",2020-12-31,149
XHVHaven Protocol,XHV,"$51,967,115.90",2020-12-31,150
SRMSerum,SRM,"$52,001,293.09",2020-12-31,151
TOMOTomoChain,TOMO,"$51,804,154.13",2020-12-31,152
KP3RKeep3rV1,KP3R,"$50,977,312.19",2020-12-31,153
TRACOriginTrail,TRAC,"$51,096,153.16",2020-12-31,154
JSTJUST,JST,"$50,223,984.60",2020-12-31,155
ETNElectroneum,ETN,"$50,030,561.24",2020-12-31,156
TMTGThe Midas Touch Gold,TMTG,"$49,475,980.63",2020-12-31,157
HIVEHive,HIVE,"$48,272,977.97",2020-12-31,158
ARKArk,ARK,"$47,759,903.67",2020-12-31,159
STRAXStratis,STRAX,"$47,308,712.40",2020-12-31,160
NRGEnergi,NRG,"$46,705,336.13",2020-12-31,161
POLYPolymath,POLY,"$44,929,540.39",2020-12-31,162
LBCLBRY Credits,LBC,"$42,884,643.95",2020-12-31,163
UQCUquid Coin,UQC,"$45,285,158.70",2020-12-31,164
SHRShareToken,SHR,"$43,246,523.21",2020-12-31,165
FTMFantom,FTM,"$43,084,639.09",2020-12-31,166
ADXAdEx Network,ADX,"$41,141,263.98",2020-12-31,167
SWAPTrustSwap,SWAP,"$41,444,115.63",2020-12-31,168
NPXSPundi X,NPXS,"$41,517,429.76",2020-12-31,169
XLTNexalt,XLT,"$39,592,494.17",2020-12-31,170
POWRPower Ledger,POWR,"$40,178,731.77",2020-12-31,171
EURSSTASIS EURO,EURS,"$39,431,655.97",2020-12-31,172
MLNMelon,MLN,"$39,024,487.05",2020-12-31,173
AGISingularityNET,AGI,"$38,564,787.90",2020-12-31,174
FETFetch.ai,FET,"$38,641,620.34",2020-12-31,175
XZCFiro,XZC,"$38,396,063.93",2020-12-31,176
IRISIRISnet,IRIS,"$37,821,999.19",2020-12-31,177
MCOMCO,MCO,"$36,834,479.46",2020-12-31,178
NIMNimiq,NIM,"$36,692,232.01",2020-12-31,179
SYSSyscoin,SYS,"$36,467,602.51",2020-12-31,180
IOTXIoTeX,IOTX,"$36,264,956.88",2020-12-31,181
UOSUltra,UOS,"$36,103,377.36",2020-12-31,182
LTOLTO Network,LTO,"$35,752,126.68",2020-12-31,183
VGXVoyager Token,VGX,"$35,004,024.97",2020-12-31,184
ONEHarmony,ONE,"$35,022,151.32",2020-12-31,185
SOLVESOLVE,SOLVE,"$33,968,219.60",2020-12-31,186
HNSHandshake,HNS,"$33,609,951.66",2020-12-31,187
AVATravala.com,AVA,"$33,664,397.71",2020-12-31,188
RDDReddCoin,RDD,"$33,575,107.10",2020-12-31,189
GTGateToken,GT,"$33,394,975.95",2020-12-31,190
FUNFunFair,FUN,"$32,522,687.20",2020-12-31,191
DIADIA,DIA,"$32,646,131.95",2020-12-31,192
ALPHAAlpha Finance Lab,ALPHA,"$32,113,724.15",2020-12-31,193
HXROHxro,HXRO,"$31,849,268.06",2020-12-31,194
QKCQuarkChain,QKC,"$31,908,885.19",2020-12-31,195
BCNBytecoin,BCN,"$31,526,781.58",2020-12-31,196
GRSGroestlcoin,GRS,"$27,952,983.45",2020-12-31,197
SEROSuper Zero Protocol,SERO,"$30,556,044.85",2020-12-31,198
AIONAion,AION,"$29,952,510.58",2020-12-31,199
REQRequest,REQ,"$29,536,883.91",2020-12-31,200
BTCBitcoin,BTC,"$616,452,744,533.28",2021-01-31,1
ETHEthereum,ETH,"$150,543,956,657.30",2021-01-31,2
USDTTether,USDT,"$26,451,988,954.48",2021-01-31,3
XRPXRP,XRP,"$22,353,042,408.26",2021-01-31,4
DOTPolkadot,DOT,"$14,603,207,739.22",2021-01-31,5
ADACardano,ADA,"$10,730,622,858.42",2021-01-31,6
LINKChainlink,LINK,"$9,129,983,491.14",2021-01-31,7
LTCLitecoin,LTC,"$8,602,571,147.43",2021-01-31,8
BCHBitcoin Cash,BCH,"$7,452,675,943.77",2021-01-31,9
BNBBinance Coin,BNB,"$6,842,092,372.86",2021-01-31,10
XLMStellar,XLM,"$6,802,946,003.14",2021-01-31,11
USDCUSD Coin,USDC,"$5,868,871,806.00",2021-01-31,12
UNIUniswap,UNI,"$5,111,402,819.63",2021-01-31,13
DOGEDogecoin,DOGE,"$4,767,745,805.27",2021-01-31,14
WBTCWrapped Bitcoin,WBTC,"$3,836,904,891.52",2021-01-31,15
AAVEAave,AAVE,"$3,697,226,540.33",2021-01-31,16
BSVBitcoin SV,BSV,"$3,240,799,554.89",2021-01-31,17
EOSEOS,EOS,"$2,769,206,402.13",2021-01-31,18
XMRMonero,XMR,"$2,461,328,838.56",2021-01-31,19
TRXTRON,TRX,"$2,264,672,300.14",2021-01-31,20
XTZTezos,XTZ,"$2,153,103,052.65",2021-01-31,21
XEMNEM,XEM,"$2,106,813,042.50",2021-01-31,22
SNXSynthetix,SNX,"$1,984,711,724.88",2021-01-31,23
THETATHETA,THETA,"$1,912,541,167.59",2021-01-31,24
ATOMCosmos,ATOM,"$1,706,199,507.37",2021-01-31,25
DAIDai,DAI,"$1,650,031,304.01",2021-01-31,26
VETVeChain,VET,"$1,635,159,742.96",2021-01-31,27
COMPCompound,COMP,"$1,591,139,860.63",2021-01-31,28
NEONeo,NEO,"$1,574,152,551.11",2021-01-31,29
BUSDBinance USD,BUSD,"$1,478,706,910.75",2021-01-31,30
MKRMaker,MKR,"$1,474,429,130.34",2021-01-31,31
CROCrypto.com Coin,CRO,"$1,441,524,638.30",2021-01-31,32
HTHuobi Token,HT,"$1,343,233,947.86",2021-01-31,33
LEOUNUS SED LEO,LEO,"$1,301,902,453.17",2021-01-31,34
SUSHISushiSwap,SUSHI,"$1,292,332,236.08",2021-01-31,35
CELCelsius,CEL,"$1,143,879,832.72",2021-01-31,36
MIOTAIOTA,MIOTA,"$1,131,528,330.74",2021-01-31,37
SOLSolana,SOL,"$1,116,779,908.66",2021-01-31,38
EGLDElrond,EGLD,"$1,069,285,224.83",2021-01-31,39
FILFilecoin,FIL,"$1,054,173,762.39",2021-01-31,40
FTTFTX Token,FTT,"$1,046,392,929.56",2021-01-31,41
DASHDash,DASH,"$1,020,786,335.59",2021-01-31,42
AVAXAvalanche,AVAX,"$1,039,905,700.55",2021-01-31,43
REVRevain,REV,"$993,204,094.70",2021-01-31,44
GRTThe Graph,GRT,"$993,725,028.78",2021-01-31,45
ZECZcash,ZEC,"$945,918,266.68",2021-01-31,46
YFIyearn.finance,YFI,"$904,342,176.71",2021-01-31,47
ETCEthereum Classic,ETC,"$862,118,541.23",2021-01-31,48
DCRDecred,DCR,"$831,962,370.35",2021-01-31,49
KSMKusama,KSM,"$831,686,760.43",2021-01-31,50
ALGOAlgorand,ALGO,"$809,696,071.63",2021-01-31,51
ZILZilliqa,ZIL,"$751,765,429.69",2021-01-31,52
LUNATerra,LUNA,"$707,429,309.86",2021-01-31,53
WAVESWaves,WAVES,"$679,017,783.49",2021-01-31,54
UMAUMA,UMA,"$615,998,148.83",2021-01-31,55
VGXVoyager Token,VGX,"$601,772,436.84",2021-01-31,56
LRCLoopring,LRC,"$601,786,267.73",2021-01-31,57
NEARNEAR Protocol,NEAR,"$581,181,218.41",2021-01-31,58
RUNETHORChain,RUNE,"$573,204,825.06",2021-01-31,59
HBARHedera Hashgraph,HBAR,"$570,168,635.85",2021-01-31,60
RENRen,REN,"$558,059,649.61",2021-01-31,61
RENBTCrenBTC,RENBTC,"$545,475,653.96",2021-01-31,62
ZRX0x,ZRX,"$525,172,343.09",2021-01-31,63
1INCH1inch,1INCH,"$522,954,459.27",2021-01-31,64
CELOCelo,CELO,"$517,850,376.15",2021-01-31,65
HEDGHedgeTrade,HEDG,"$519,268,842.69",2021-01-31,66
CRVCurve DAO Token,CRV,"$517,419,325.16",2021-01-31,67
CHSBSwissBorg,CHSB,"$501,640,766.37",2021-01-31,68
OMGOMG Network,OMG,"$493,599,872.59",2021-01-31,69
HUSDHUSD,HUSD,"$464,522,896.77",2021-01-31,70
ONTOntology,ONT,"$466,297,738.49",2021-01-31,71
NEXONexo,NEXO,"$463,453,176.92",2021-01-31,72
NANONano,NANO,"$457,283,682.57",2021-01-31,73
BATBasic Attention Token,BAT,"$448,326,520.39",2021-01-31,74
ICXICON,ICX,"$424,238,774.45",2021-01-31,75
TUSDTrueUSD,TUSD,"$403,272,313.25",2021-01-31,76
DGBDigiByte,DGB,"$397,158,307.26",2021-01-31,77
ZENHorizen,ZEN,"$378,675,616.75",2021-01-31,78
BTTBitTorrent,BTT,"$377,667,679.40",2021-01-31,79
QNTQuant,QNT,"$370,289,126.97",2021-01-31,80
ALPHAAlpha Finance Lab,ALPHA,"$355,972,753.63",2021-01-31,81
OKBOKB,OKB,"$344,194,798.83",2021-01-31,82
SCSiacoin,SC,"$333,780,579.04",2021-01-31,83
QTUMQtum,QTUM,"$319,790,346.03",2021-01-31,84
STXStacks,STX,"$317,198,576.45",2021-01-31,85
FTMFantom,FTM,"$314,233,168.47",2021-01-31,86
RSRReserve Rights,RSR,"$314,270,586.97",2021-01-31,87
ENJEnjin Coin,ENJ,"$284,077,261.14",2021-01-31,88
USTTerraUSD,UST,"$271,953,428.82",2021-01-31,89
XVGVerge,XVG,"$259,704,359.02",2021-01-31,90
KNCKyber Network,KNC,"$261,045,797.36",2021-01-31,91
IOSTIOST,IOST,"$257,378,889.66",2021-01-31,92
PAXPaxos Standard,PAX,"$244,546,716.06",2021-01-31,93
NXMNXM,NXM,"$242,453,477.29",2021-01-31,94
MANADecentraland,MANA,"$237,323,555.32",2021-01-31,95
AMPLAmpleforth,AMPL,"$226,943,688.68",2021-01-31,96
OCEANOcean Protocol,OCEAN,"$228,292,431.89",2021-01-31,97
FLOWFlow (Dapper Labs),FLOW,"$227,134,780.80",2021-01-31,98
BTCBBitcoin BEP2,BTCB,"$225,068,763.54",2021-01-31,99
EWTEnergy Web Token,EWT,"$220,289,933.76",2021-01-31,100
BNTBancor,BNT,"$221,618,942.40",2021-01-31,101
CAKEPancakeSwap,CAKE,"$208,521,306.51",2021-01-31,102
RVNRavencoin,RVN,"$197,101,091.90",2021-01-31,103
REPAugur,REP,"$191,522,727.89",2021-01-31,104
FUNFunFair,FUN,"$184,163,573.31",2021-01-31,105
BALBalancer,BAL,"$184,838,283.84",2021-01-31,106
BANDBand Protocol,BAND,"$184,674,131.77",2021-01-31,107
MATICMatic Network,MATIC,"$186,720,249.99",2021-01-31,108
BTGBitcoin Gold,BTG,"$179,272,821.46",2021-01-31,109
MAIDMaidSafeCoin,MAID,"$176,610,529.82",2021-01-31,110
SNTStatus,SNT,"$168,230,220.08",2021-01-31,111
LSKLisk,LSK,"$166,890,043.81",2021-01-31,112
GNOGnosis,GNO,"$166,305,000.24",2021-01-31,113
ANTAragon,ANT,"$166,609,406.60",2021-01-31,114
ARArweave,AR,"$160,574,803.89",2021-01-31,115
ABBCABBC Coin,ABBC,"$155,164,306.28",2021-01-31,116
HNTHelium,HNT,"$154,342,454.12",2021-01-31,117
TFUELTheta Fuel,TFUEL,"$145,470,955.19",2021-01-31,118
INJInjective Protocol,INJ,"$145,640,205.29",2021-01-31,119
ZBZB Token,ZB,"$132,196,471.80",2021-01-31,120
CKBNervos Network,CKB,"$126,197,466.15",2021-01-31,121
HOTHolo,HOT,"$126,238,824.46",2021-01-31,122
BCDBitcoin Diamond,BCD,"$123,478,515.47",2021-01-31,123
SRMSerum,SRM,"$123,858,444.82",2021-01-31,124
NMRNumeraire,NMR,"$120,515,367.23",2021-01-31,125
CHZChiliz,CHZ,"$117,347,911.65",2021-01-31,126
UBTUnibright,UBT,"$117,756,448.69",2021-01-31,127
GLMGolem,GLM,"$115,154,677.41",2021-01-31,128
PAXGPAX Gold,PAXG,"$112,688,515.42",2021-01-31,129
UTKUtrust,UTK,"$112,032,009.88",2021-01-31,130
SXPSwipe,SXP,"$113,217,587.63",2021-01-31,131
OXTOrchid,OXT,"$112,796,963.14",2021-01-31,132
RIFRSK Infrastructure Framework,RIF,"$111,019,859.60",2021-01-31,133
BTSBitShares,BTS,"$108,311,723.52",2021-01-31,134
IOTXIoTeX,IOTX,"$111,185,765.81",2021-01-31,135
STORJStorj,STORJ,"$107,278,471.48",2021-01-31,136
KAVAKava.io,KAVA,"$104,253,731.68",2021-01-31,137
MONAMonaCoin,MONA,"$102,616,297.46",2021-01-31,138
CVCCivic,CVC,"$101,458,766.61",2021-01-31,139
BTMBytom,BTM,"$101,588,689.42",2021-01-31,140
NPXSPundi X,NPXS,"$100,868,495.19",2021-01-31,141
TOMOTomoChain,TOMO,"$100,972,240.72",2021-01-31,142
RLCiExec RLC,RLC,"$96,157,300.27",2021-01-31,143
CVTCyberVein,CVT,"$94,167,832.52",2021-01-31,144
KCSKuCoin Token,KCS,"$94,200,633.76",2021-01-31,145
MRPHMorpheus.Network,MRPH,"$89,810,554.12",2021-01-31,146
ROSEOasis Network,ROSE,"$85,934,408.54",2021-01-31,147
KMDKomodo,KMD,"$85,525,742.36",2021-01-31,148
VLXVelas,VLX,"$83,326,110.89",2021-01-31,149
XVSVenus,XVS,"$84,011,517.67",2021-01-31,150
KP3RKeep3rV1,KP3R,"$82,188,291.19",2021-01-31,151
ONEHarmony,ONE,"$81,664,463.31",2021-01-31,152
RDDReddCoin,RDD,"$81,989,622.80",2021-01-31,153
KINKin,KIN,"$80,483,859.61",2021-01-31,154
SCRTSecret,SCRT,"$80,075,549.43",2021-01-31,155
ARDRArdor,ARDR,"$78,718,277.44",2021-01-31,156
AVATravala.com,AVA,"$76,725,676.82",2021-01-31,157
NRGEnergi,NRG,"$75,517,273.55",2021-01-31,158
PPTPopulous,PPT,"$76,101,560.28",2021-01-31,159
STRAXStratis,STRAX,"$75,856,469.46",2021-01-31,160
DNTdistrict0x,DNT,"$75,007,179.91",2021-01-31,161
ANKRAnkr,ANKR,"$74,893,955.65",2021-01-31,162
ELFaelf,ELF,"$73,644,677.66",2021-01-31,163
FETFetch.ai,FET,"$73,405,343.87",2021-01-31,164
STEEMSteem,STEEM,"$71,690,277.92",2021-01-31,165
WANWanchain,WAN,"$69,661,089.72",2021-01-31,166
YFIIDFI.Money,YFII,"$69,918,261.34",2021-01-31,167
JSTJUST,JST,"$69,691,016.50",2021-01-31,168
OPIUMOpium,OPIUM,"$67,750,697.28",2021-01-31,169
NOIASyntropy,NOIA,"$66,273,772.83",2021-01-31,170
MFTMainframe,MFT,"$67,218,290.26",2021-01-31,171
DXDxChain Token,DX,"$65,751,936.57",2021-01-31,172
LOOMLoom Network,LOOM,"$63,250,870.85",2021-01-31,173
WICCWaykiChain,WICC,"$61,236,665.74",2021-01-31,174
STAKExDai,STAKE,"$62,404,468.54",2021-01-31,175
SYSSyscoin,SYS,"$62,214,915.79",2021-01-31,176
IRISIRISnet,IRIS,"$61,358,309.69",2021-01-31,177
WAXPWAX,WAXP,"$60,150,511.51",2021-01-31,178
PNKKleros,PNK,"$59,698,553.16",2021-01-31,179
XHVHaven Protocol,XHV,"$59,528,572.27",2021-01-31,180
AGISingularityNET,AGI,"$58,840,378.59",2021-01-31,181
HIVEHive,HIVE,"$57,975,332.07",2021-01-31,182
SWAPTrustSwap,SWAP,"$57,618,946.86",2021-01-31,183
LBCLBRY Credits,LBC,"$55,216,729.19",2021-01-31,184
POLYPolymath,POLY,"$55,104,423.55",2021-01-31,185
ADKAidos Kuneen,ADK,"$54,427,932.36",2021-01-31,186
TRACOriginTrail,TRAC,"$53,875,154.13",2021-01-31,187
LTOLTO Network,LTO,"$53,712,683.93",2021-01-31,188
MLNEnzyme,MLN,"$53,113,482.67",2021-01-31,189
ARKArk,ARK,"$52,822,336.96",2021-01-31,190
ETNElectroneum,ETN,"$52,539,370.44",2021-01-31,191
DIADIA,DIA,"$52,645,580.63",2021-01-31,192
TRBTellor,TRB,"$50,216,391.98",2021-01-31,193
ZCN0Chain,ZCN,"$48,358,502.65",2021-01-31,194
UQCUquid Coin,UQC,"$47,914,008.90",2021-01-31,195
DIVIDivi,DIVI,"$47,477,151.11",2021-01-31,196
FIROFiro,FIRO,"$46,862,572.55",2021-01-31,197
ADXAdEx Network,ADX,"$46,788,830.78",2021-01-31,198
AKROAkropolis,AKRO,"$46,454,128.42",2021-01-31,199
BZRXbZx Protocol,BZRX,"$46,102,199.42",2021-01-31,200
BTCBitcoin,BTC,"$841,428,977,514.57",2021-02-28,1
ETHEthereum,ETH,"$162,650,415,374.43",2021-02-28,2
ADACardano,ADA,"$40,696,967,234.71",2021-02-28,3
USDTTether,USDT,"$35,051,423,319.75",2021-02-28,4
BNBBinance Coin,BNB,"$32,386,116,331.48",2021-02-28,5
DOTPolkadot,DOT,"$30,723,422,512.25",2021-02-28,6
XRPXRP,XRP,"$18,840,545,903.33",2021-02-28,7
LTCLitecoin,LTC,"$10,978,655,640.65",2021-02-28,8
LINKChainlink,LINK,"$10,112,284,118.01",2021-02-28,9
XLMStellar,XLM,"$9,159,071,308.05",2021-02-28,10
USDCUSD Coin,USDC,"$8,897,551,098.99",2021-02-28,11
BCHBitcoin Cash,BCH,"$8,585,347,124.75",2021-02-28,12
UNIUniswap,UNI,"$6,916,197,524.34",2021-02-28,13
DOGEDogecoin,DOGE,"$6,177,710,993.58",2021-02-28,14
WBTCWrapped Bitcoin,WBTC,"$5,589,787,066.28",2021-02-28,15
XEMNEM,XEM,"$5,437,313,056.99",2021-02-28,16
AAVEAave,AAVE,"$4,282,630,707.73",2021-02-28,17
XMRMonero,XMR,"$3,891,382,922.75",2021-02-28,18
ATOMCosmos,ATOM,"$3,720,036,585.24",2021-02-28,19
SOLSolana,SOL,"$3,428,075,566.65",2021-02-28,20
EOSEOS,EOS,"$3,294,294,093.02",2021-02-28,21
BSVBitcoin SV,BSV,"$3,312,116,703.85",2021-02-28,22
TRXTRON,TRX,"$3,271,072,800.15",2021-02-28,23
CROCrypto.com Coin,CRO,"$3,241,449,819.80",2021-02-28,24
THETATHETA,THETA,"$3,130,584,864.73",2021-02-28,25
MIOTAIOTA,MIOTA,"$3,112,574,813.81",2021-02-28,26
XTZTezos,XTZ,"$2,599,207,036.15",2021-02-28,27
VETVeChain,VET,"$2,550,454,781.81",2021-02-28,28
HTHuobi Token,HT,"$2,557,873,669.75",2021-02-28,29
NEONeo,NEO,"$2,475,288,127.36",2021-02-28,30
FTTFTX Token,FTT,"$2,443,618,218.35",2021-02-28,31
BUSDBinance USD,BUSD,"$2,376,133,876.39",2021-02-28,32
DAIDai,DAI,"$2,339,382,380.18",2021-02-28,33
EGLDElrond,EGLD,"$2,219,517,018.58",2021-02-28,34
LUNATerra,LUNA,"$2,177,565,931.19",2021-02-28,35
SNXSynthetix,SNX,"$2,145,425,406.27",2021-02-28,36
ALGOAlgorand,ALGO,"$2,106,497,641.83",2021-02-28,37
GRTThe Graph,GRT,"$1,967,585,614.59",2021-02-28,38
MKRMaker,MKR,"$2,019,648,779.46",2021-02-28,39
FILFilecoin,FIL,"$2,001,053,067.25",2021-02-28,40
DASHDash,DASH,"$1,963,050,506.78",2021-02-28,41
SUSHISushiSwap,SUSHI,"$1,913,084,313.31",2021-02-28,42
LEOUNUS SED LEO,LEO,"$1,907,793,099.87",2021-02-28,43
COMPCompound,COMP,"$1,866,377,964.92",2021-02-28,44
AVAXAvalanche,AVAX,"$1,832,888,422.12",2021-02-28,45
KSMKusama,KSM,"$1,799,949,459.14",2021-02-28,46
DCRDecred,DCR,"$1,684,512,406.10",2021-02-28,47
VGXVoyager Token,VGX,"$1,408,509,770.43",2021-02-28,48
ZECZcash,ZEC,"$1,232,420,033.05",2021-02-28,49
ETCEthereum Classic,ETC,"$1,199,513,918.77",2021-02-28,50
ZILZilliqa,ZIL,"$1,183,459,675.00",2021-02-28,51
CAKEPancakeSwap,CAKE,"$1,174,015,983.40",2021-02-28,52
NEARNEAR Protocol,NEAR,"$1,148,611,753.40",2021-02-28,53
MATICPolygon,MATIC,"$1,136,543,606.82",2021-02-28,54
NEXONexo,NEXO,"$1,143,098,493.91",2021-02-28,55
BTTBitTorrent,BTT,"$1,134,470,315.44",2021-02-28,56
YFIyearn.finance,YFI,"$1,124,520,897.59",2021-02-28,57
CELCelsius,CEL,"$1,116,249,866.74",2021-02-28,58
UMAUMA,UMA,"$1,091,181,303.13",2021-02-28,59
RVNRavencoin,RVN,"$1,079,938,075.97",2021-02-28,60
FTMFantom,FTM,"$1,070,839,989.11",2021-02-28,61
REVRevain,REV,"$1,050,452,990.57",2021-02-28,62
RENRen,REN,"$1,035,279,397.65",2021-02-28,63
RUNETHORChain,RUNE,"$1,037,847,668.57",2021-02-28,64
OKBOKB,OKB,"$940,365,638.74",2021-02-28,65
WAVESWaves,WAVES,"$927,587,543.18",2021-02-28,66
ZRX0x,ZRX,"$906,804,698.18",2021-02-28,67
HBARHedera Hashgraph,HBAR,"$848,228,780.00",2021-02-28,68
ICXICON,ICX,"$823,342,830.65",2021-02-28,69
CHSBSwissBorg,CHSB,"$803,287,883.67",2021-02-28,70
BATBasic Attention Token,BAT,"$773,439,523.42",2021-02-28,71
RENBTCrenBTC,RENBTC,"$776,714,835.20",2021-02-28,72
HUSDHUSD,HUSD,"$720,085,420.83",2021-02-28,73
DGBDigiByte,DGB,"$717,547,885.31",2021-02-28,74
CELOCelo,CELO,"$703,939,173.32",2021-02-28,75
USTTerraUSD,UST,"$694,529,695.28",2021-02-28,76
STXStacks,STX,"$689,708,482.26",2021-02-28,77
BTCBBitcoin BEP2,BTCB,"$690,290,554.22",2021-02-28,78
ONTOntology,ONT,"$681,834,568.28",2021-02-28,79
BNTBancor,BNT,"$674,903,621.60",2021-02-28,80
