Name,Symbol,Market Cap,Date,Rank
AGISingularityNET,AGI,"$25,077,405.85",2018-12-31,123
SYSSyscoin,SYS,"$25,054,117.93",2018-12-31,124
WICCWaykiChain,WICC,"$23,519,525.60",2018-12-31,125
FUNFunFair,FUN,"$22,934,369.68",2018-12-31,126
DENTDent,DENT,"$22,523,579.29",2018-12-31,127
EDOEidoo,EDO,"$22,261,378.11",2018-12-31,128
GASGas,GAS,"$21,658,640.36",2018-12-31,129
ENGEnigma,ENG,"$21,563,898.30",2018-12-31,130
QNTQuant,QNT,"$21,213,328.41",2018-12-31,131
SANSantiment Network Token,SAN,"$20,940,817.26",2018-12-31,132
KNCKyber Network,KNC,"$20,637,138.73",2018-12-31,133
ICNIconomi,ICN,"$20,576,277.87",2018-12-31,134
CENNZCentrality,CENNZ,"$20,344,002.61",2018-12-31,135
NXSNexus,NXS,"$20,141,610.16",2018-12-31,136
CMTCyberMiles,CMT,"$19,691,455.39",2018-12-31,137
SALTSALT,SALT,"$19,330,555.89",2018-12-31,138
STORJStorj,STORJ,"$19,318,686.77",2018-12-31,139
DRGNDragonchain,DRGN,"$19,224,927.26",2018-12-31,140
GBYTEObyte,GBYTE,"$19,062,687.35",2018-12-31,141
SRNSIRIN LABS Token,SRN,"$18,691,206.46",2018-12-31,142
XYOXYO,XYO,"$18,469,482.47",2018-12-31,143
SUBSubstratum,SUB,"$18,279,963.18",2018-12-31,144
GVTGenesis Vision,GVT,"$17,911,121.55",2018-12-31,145
NULSNULS,NULS,"$17,878,921.71",2018-12-31,146
SLTSmartlands,SLT,"$17,652,518.81",2018-12-31,147
CVCCivic,CVC,"$17,502,638.56",2018-12-31,148
OCNOdyssey,OCN,"$17,409,083.39",2018-12-31,149
BRDBread,BRD,"$17,326,696.28",2018-12-31,150
OSAOptimal Shelf Availability Token,OSA,"$17,210,382.96",2018-12-31,151
NEBLNeblio,NEBL,"$17,043,905.92",2018-12-31,152
GRSGroestlcoin,GRS,"$16,746,582.55",2018-12-31,153
UNOUnobtanium,UNO,"$16,319,296.48",2018-12-31,154
TOMOTomoChain,TOMO,"$16,317,421.54",2018-12-31,155
TKYTHEKEY,TKY,"$16,285,672.49",2018-12-31,156
CREDOCredo,CREDO,"$16,133,480.11",2018-12-31,157
RNTOneRoot Network,RNT,"$16,069,272.35",2018-12-31,158
MDAMoeda Loyalty Points,MDA,"$15,938,066.03",2018-12-31,159
GOGoChain,GO,"$15,863,751.46",2018-12-31,160
TRUETrueChain,TRUE,"$15,615,291.79",2018-12-31,161
AMOAMO Coin,AMO,"$15,579,036.78",2018-12-31,162
HUMHumanscape,HUM,"$15,507,733.76",2018-12-31,163
REQRequest,REQ,"$15,387,232.82",2018-12-31,164
TENTokenomy,TEN,"$15,351,831.43",2018-12-31,165
PPCPeercoin,PPC,"$15,318,002.30",2018-12-31,166
BCOBridgeCoin,BCO,"$15,065,802.13",2018-12-31,167
CSCredits,CS,"$14,827,011.68",2018-12-31,168
CTXCCortex,CTXC,"$14,798,452.24",2018-12-31,169
APISAPIS,APIS,"$14,776,389.21",2018-12-31,170
TCTTokenClub,TCT,"$14,755,701.39",2018-12-31,171
TELTelcoin,TEL,"$14,688,313.47",2018-12-31,172
RLCiExec RLC,RLC,"$14,687,759.69",2018-12-31,173
FSNFusion,FSN,"$14,584,798.50",2018-12-31,174
BIXBibox Token,BIX,"$14,559,714.41",2018-12-31,175
C20CRYPTO20,C20,"$14,439,660.50",2018-12-31,176
CNDCindicator,CND,"$14,333,118.37",2018-12-31,177
SMARTSmartCash,SMART,"$14,315,069.17",2018-12-31,178
STORMStorm,STORM,"$14,093,489.76",2018-12-31,179
BFTBnkToTheFuture,BFT,"$14,062,752.21",2018-12-31,180
LMLLisk Machine Learning,LML,"$13,825,351.92",2018-12-31,181
DROPDropil,DROP,"$13,766,630.70",2018-12-31,182
PARTParticl,PART,"$13,728,640.62",2018-12-31,183
EMCEmercoin,EMC,"$13,546,766.17",2018-12-31,184
NSDNasdacoin,NSD,"$13,376,834.52",2018-12-31,185
PLRPillar,PLR,"$13,253,061.90",2018-12-31,186
NRGEnergi,NRG,"$13,070,514.37",2018-12-31,187
RENRen,REN,"$12,829,581.12",2018-12-31,188
EDGEdgeless,EDG,"$12,812,464.13",2018-12-31,189
GTOGifto,GTO,"$12,690,335.07",2018-12-31,190
TPAYTokenPay,TPAY,"$12,572,728.25",2018-12-31,191
MFTMainframe,MFT,"$12,559,460.77",2018-12-31,192
PMAPumaPay,PMA,"$12,550,431.12",2018-12-31,193
IGNISIgnis,IGNIS,"$12,410,439.91",2018-12-31,194
POEPo.et,POE,"$12,320,844.83",2018-12-31,195
DMTDMarket,DMT,"$12,261,234.72",2018-12-31,196
AUTOCube,AUTO,"$12,247,399.16",2018-12-31,197
VITAEVitae,VITAE,"$12,209,696.73",2018-12-31,198
WGRWagerr,WGR,"$12,193,519.74",2018-12-31,199
VTCVertcoin,VTC,"$12,077,525.33",2018-12-31,200
BTCBitcoin,BTC,"$60,553,903,927.49",2019-01-31,1
XRPXRP,XRP,"$12,762,148,539.25",2019-01-31,2
ETHEthereum,ETH,"$11,204,735,502.20",2019-01-31,3
EOSEOS,EOS,"$2,103,041,930.85",2019-01-31,4
USDTTether,USDT,"$2,033,970,566.26",2019-01-31,5
BCHBitcoin Cash,BCH,"$2,020,317,794.30",2019-01-31,6
LTCLitecoin,LTC,"$1,907,587,556.44",2019-01-31,7
TRXTRON,TRX,"$1,695,281,544.53",2019-01-31,8
XLMStellar,XLM,"$1,583,825,650.16",2019-01-31,9
BSVBitcoin SV,BSV,"$1,125,734,365.20",2019-01-31,10
ADACardano,ADA,"$994,926,537.96",2019-01-31,11
BNBBinance Coin,BNB,"$809,728,264.27",2019-01-31,12
XMRMonero,XMR,"$731,848,374.52",2019-01-31,13
MIOTAIOTA,MIOTA,"$718,159,502.80",2019-01-31,14
DASHDash,DASH,"$587,415,757.77",2019-01-31,15
NEONeo,NEO,"$450,552,499.44",2019-01-31,16
ETCEthereum Classic,ETC,"$426,751,342.24",2019-01-31,17
XEMNEM,XEM,"$363,002,865.13",2019-01-31,18
USDCUSD Coin,USDC,"$297,790,025.10",2019-01-31,19
ZECZcash,ZEC,"$283,972,644.09",2019-01-31,20
WAVESWaves,WAVES,"$279,507,837.56",2019-01-31,21
MKRMaker,MKR,"$268,918,523.90",2019-01-31,22
XTZTezos,XTZ,"$230,219,584.78",2019-01-31,23
DOGEDogecoin,DOGE,"$227,283,335.24",2019-01-31,24
VETVeChain,VET,"$216,756,030.31",2019-01-31,25
TUSDTrueUSD,TUSD,"$210,027,597.63",2019-01-31,26
BTGBitcoin Gold,BTG,"$174,477,166.45",2019-01-31,27
ONTOntology,ONT,"$173,856,501.89",2019-01-31,28
QTUMQtum,QTUM,"$164,868,391.09",2019-01-31,29
OMGOmiseGO,OMG,"$153,435,976.77",2019-01-31,30
ZILZilliqa,ZIL,"$152,715,341.06",2019-01-31,31
HOTHolo,HOT,"$152,260,632.86",2019-01-31,32
ZRX0x,ZRX,"$146,025,796.35",2019-01-31,33
DCRDecred,DCR,"$145,748,480.31",2019-01-31,34
BATBasic Attention Token,BAT,"$139,859,039.76",2019-01-31,35
REPAugur,REP,"$138,489,945.16",2019-01-31,36
LINKChainlink,LINK,"$135,691,624.23",2019-01-31,37
PAXPaxos Standard,PAX,"$128,894,022.25",2019-01-31,38
LSKLisk,LSK,"$127,277,481.84",2019-01-31,39
NANONano,NANO,"$112,659,058.45",2019-01-31,40
BCDBitcoin Diamond,BCD,"$109,061,919.85",2019-01-31,41
BCNBytecoin,BCN,"$107,554,757.83",2019-01-31,42
BTSBitShares,BTS,"$99,573,340.54",2019-01-31,43
DGBDigiByte,DGB,"$99,362,193.81",2019-01-31,44
NPXSPundi X,NPXS,"$96,282,392.30",2019-01-31,45
GUSDGemini Dollar,GUSD,"$90,252,413.55",2019-01-31,46
SCSiacoin,SC,"$90,229,919.33",2019-01-31,47
XVGVerge,XVG,"$89,987,539.77",2019-01-31,48
ICXICON,ICX,"$89,359,978.80",2019-01-31,49
STEEMSteem,STEEM,"$87,328,256.38",2019-01-31,50
AEAeternity,AE,"$85,672,070.98",2019-01-31,51
RRevain,R,"$83,458,021.83",2019-01-31,52
BTMBytom,BTM,"$78,604,668.19",2019-01-31,53
STRATStratis,STRAT,"$75,695,182.60",2019-01-31,54
SAISingle Collateral DAI,SAI,"$75,485,596.76",2019-01-31,55
KMDKomodo,KMD,"$69,457,803.44",2019-01-31,56
IOSTIOST,IOST,"$68,247,429.49",2019-01-31,57
SNTStatus,SNT,"$63,999,725.23",2019-01-31,58
PPTPopulous,PPT,"$63,488,554.06",2019-01-31,59
REPOREPO,REPO,"$56,866,224.96",2019-01-31,60
CNXCryptonex,CNX,"$55,785,880.04",2019-01-31,61
ETNElectroneum,ETN,"$55,660,764.09",2019-01-31,62
GNTGolem,GNT,"$54,879,332.90",2019-01-31,63
FCTFactom,FCT,"$51,657,910.81",2019-01-31,64
ODEODEM,ODE,"$51,151,098.08",2019-01-31,65
ARDRArdor,ARDR,"$50,923,550.54",2019-01-31,66
AOAAurora,AOA,"$49,921,953.16",2019-01-31,67
MAIDMaidSafeCoin,MAID,"$48,585,870.33",2019-01-31,68
INBInsight Chain,INB,"$48,234,975.05",2019-01-31,69
HTHuobi Token,HT,"$46,710,149.78",2019-01-31,70
LRCLoopring,LRC,"$43,428,748.24",2019-01-31,71
XINMixin,XIN,"$41,999,914.49",2019-01-31,72
ARKArk,ARK,"$40,770,601.89",2019-01-31,73
HCHyperCash,HC,"$38,893,607.84",2019-01-31,74
WTCWaltonchain,WTC,"$37,924,424.80",2019-01-31,75
THETATHETA,THETA,"$37,436,485.26",2019-01-31,76
PAIProject Pai,PAI,"$37,028,306.70",2019-01-31,77
LKYLinkey,LKY,"$36,463,011.98",2019-01-31,78
PIVXPIVX,PIVX,"$36,462,306.83",2019-01-31,79
MANADecentraland,MANA,"$35,718,011.56",2019-01-31,80
RDDReddCoin,RDD,"$34,834,575.95",2019-01-31,81
EURSSTASIS EURO,EURS,"$34,536,192.45",2019-01-31,82
GXCGXChain,GXC,"$32,373,051.37",2019-01-31,83
MONAMonaCoin,MONA,"$32,308,326.70",2019-01-31,84
CROCrypto.com Coin,CRO,"$32,009,652.64",2019-01-31,85
AIONAion,AION,"$31,772,077.07",2019-01-31,86
KCSKuCoin Shares,KCS,"$31,707,452.37",2019-01-31,87
MCOMCO,MCO,"$31,201,685.04",2019-01-31,88
NEXONexo,NEXO,"$31,032,195.06",2019-01-31,89
POWRPower Ledger,POWR,"$30,979,886.33",2019-01-31,90
ELAElastos,ELA,"$30,919,495.69",2019-01-31,91
XZCZcoin,XZC,"$30,854,856.52",2019-01-31,92
DGDDigixDAO,DGD,"$30,652,911.33",2019-01-31,93
RVNRavencoin,RVN,"$30,608,194.01",2019-01-31,94
BNTBancor,BNT,"$30,343,109.40",2019-01-31,95
DENTDent,DENT,"$30,261,277.82",2019-01-31,96
WAXPWAX,WAXP,"$29,989,462.83",2019-01-31,97
MGOMobileGo,MGO,"$29,987,608.98",2019-01-31,98
VERIVeritaseum,VERI,"$29,570,258.43",2019-01-31,99
WANWanchain,WAN,"$29,214,063.95",2019-01-31,100
EVREverus,EVR,"$28,772,145.78",2019-01-31,101
MOACMOAC,MOAC,"$28,618,484.17",2019-01-31,102
PAYTenX,PAY,"$28,489,576.61",2019-01-31,103
ELFaelf,ELF,"$27,730,702.78",2019-01-31,104
POLYPolymath,POLY,"$27,724,219.12",2019-01-31,105
APLApollo Currency,APL,"$27,707,904.07",2019-01-31,106
CENNZCentrality,CENNZ,"$27,474,291.66",2019-01-31,107
QASHQASH,QASH,"$25,360,862.73",2019-01-31,108
BCZEROBuggyra Coin Zero,BCZERO,"$25,175,076.14",2019-01-31,109
NXTNxt,NXT,"$25,141,627.11",2019-01-31,110
ETPMetaverse ETP,ETP,"$25,097,997.73",2019-01-31,111
LOOMLoom Network,LOOM,"$24,541,585.84",2019-01-31,112
DGTXDigitex Futures,DGTX,"$24,401,176.84",2019-01-31,113
NULSNULS,NULS,"$24,392,011.76",2019-01-31,114
NASNebulas,NAS,"$23,812,722.48",2019-01-31,115
ZENHorizen,ZEN,"$23,357,569.68",2019-01-31,116
QKCQuarkChain,QKC,"$23,211,728.43",2019-01-31,117
CREDOCredo,CREDO,"$23,155,483.03",2019-01-31,118
AGISingularityNET,AGI,"$22,995,871.65",2019-01-31,119
SYSSyscoin,SYS,"$22,580,416.31",2019-01-31,120
DCNDentacoin,DCN,"$22,508,257.82",2019-01-31,121
QNTQuant,QNT,"$22,424,634.00",2019-01-31,122
ENJEnjin Coin,ENJ,"$22,083,640.65",2019-01-31,123
WICCWaykiChain,WICC,"$21,733,721.49",2019-01-31,124
SANSantiment Network Token,SAN,"$21,605,632.61",2019-01-31,125
FUNFunFair,FUN,"$21,496,558.19",2019-01-31,126
EDREndor Protocol,EDR,"$20,354,944.20",2019-01-31,127
MITHMithril,MITH,"$20,313,157.02",2019-01-31,128
GBYTEObyte,GBYTE,"$20,130,419.44",2019-01-31,129
OSAOptimal Shelf Availability Token,OSA,"$20,040,527.31",2019-01-31,130
ENGEnigma,ENG,"$19,885,508.02",2019-01-31,131
KINKin,KIN,"$19,600,826.01",2019-01-31,132
RLCiExec RLC,RLC,"$19,600,760.77",2019-01-31,133
GASGas,GAS,"$19,366,333.06",2019-01-31,134
EDOEidoo,EDO,"$19,205,099.67",2019-01-31,135
SXDTSpectre.ai Dividend Token,SXDT,"$19,025,286.41",2019-01-31,136
PARTParticl,PART,"$18,869,614.78",2019-01-31,137
RNTOneRoot Network,RNT,"$18,807,977.44",2019-01-31,138
NXSNexus,NXS,"$18,645,451.49",2019-01-31,139
KNCKyber Network,KNC,"$18,401,904.59",2019-01-31,140
DRGNDragonchain,DRGN,"$18,144,372.54",2019-01-31,141
STORJStorj,STORJ,"$17,982,726.63",2019-01-31,142
TOMOTomoChain,TOMO,"$17,981,095.44",2019-01-31,143
CMTCyberMiles,CMT,"$17,668,552.23",2019-01-31,144
BTCPBitcoin Private,BTCP,"$17,396,686.48",2019-01-31,145
SALTSALT,SALT,"$16,821,646.77",2019-01-31,146
BRDBread,BRD,"$16,683,405.51",2019-01-31,147
CVCCivic,CVC,"$16,416,709.54",2019-01-31,148
AUTOCube,AUTO,"$16,371,373.79",2019-01-31,149
HYCHYCON,HYC,"$15,729,384.43",2019-01-31,150
GVTGenesis Vision,GVT,"$15,497,824.64",2019-01-31,151
TCTTokenClub,TCT,"$15,485,209.93",2019-01-31,152
SUBSubstratum,SUB,"$15,323,049.69",2019-01-31,153
LOCLockTrip,LOC,"$15,226,817.42",2019-01-31,154
XPXProximaX,XPX,"$15,179,688.58",2019-01-31,155
MXMMaximine Coin,MXM,"$15,167,910.81",2019-01-31,156
C20CRYPTO20,C20,"$15,057,058.58",2019-01-31,157
BOSBOScoin,BOS,"$15,031,281.33",2019-01-31,158
MFTMainframe,MFT,"$14,628,439.63",2019-01-31,159
CTXCCortex,CTXC,"$14,558,150.41",2019-01-31,160
REQRequest,REQ,"$14,383,396.00",2019-01-31,161
IGNISIgnis,IGNIS,"$14,068,492.48",2019-01-31,162
CNDCindicator,CND,"$14,045,624.08",2019-01-31,163
GRSGroestlcoin,GRS,"$13,862,389.49",2019-01-31,164
MDAMoeda Loyalty Points,MDA,"$13,861,075.19",2019-01-31,165
BIXBibox Token,BIX,"$13,801,047.09",2019-01-31,166
NEBLNeblio,NEBL,"$13,679,355.05",2019-01-31,167
CHXWeOwn,CHX,"$13,663,762.64",2019-01-31,168
STORMStorm,STORM,"$13,651,895.69",2019-01-31,169
SRNSIRIN LABS Token,SRN,"$13,633,488.02",2019-01-31,170
UNOUnobtanium,UNO,"$13,578,982.22",2019-01-31,171
EVNEvenCoin,EVN,"$13,408,595.78",2019-01-31,172
VGXVoyager Token,VGX,"$13,298,273.24",2019-01-31,173
OCNOdyssey,OCN,"$13,295,320.51",2019-01-31,174
TRUETrueChain,TRUE,"$13,128,509.72",2019-01-31,175
GTOGifto,GTO,"$12,937,463.57",2019-01-31,176
VTCVertcoin,VTC,"$12,902,946.55",2019-01-31,177
TKYTHEKEY,TKY,"$12,899,445.06",2019-01-31,178
GOGoChain,GO,"$12,827,327.83",2019-01-31,179
EDGEdgeless,EDG,"$12,824,580.91",2019-01-31,180
QBITQubitica,QBIT,"$12,728,766.27",2019-01-31,181
XYOXYO,XYO,"$12,669,569.13",2019-01-31,182
GNOGnosis,GNO,"$12,620,913.77",2019-01-31,183
TELTelcoin,TEL,"$12,561,249.07",2019-01-31,184
PPCPeercoin,PPC,"$12,542,874.71",2019-01-31,185
BFTBnkToTheFuture,BFT,"$12,417,286.17",2019-01-31,186
TENTokenomy,TEN,"$12,159,677.03",2019-01-31,187
BZNTBezant,BZNT,"$12,042,777.41",2019-01-31,188
POEPo.et,POE,"$11,790,784.00",2019-01-31,189
DATAStreamr DATAcoin,DATA,"$11,777,383.23",2019-01-31,190
FLOFLO,FLO,"$11,732,567.93",2019-01-31,191
TPAYTokenPay,TPAY,"$11,705,441.73",2019-01-31,192
SKYSkycoin,SKY,"$11,663,614.01",2019-01-31,193
SLTSmartlands,SLT,"$11,640,295.87",2019-01-31,194
PMAPumaPay,PMA,"$11,566,248.15",2019-01-31,195
BCOBridgeCoin,BCO,"$11,554,951.12",2019-01-31,196
EMCEmercoin,EMC,"$11,461,812.04",2019-01-31,197
NSDNasdacoin,NSD,"$11,437,228.37",2019-01-31,198
RENRen,REN,"$11,398,302.47",2019-01-31,199
BLOCKBlocknet,BLOCK,"$11,371,685.60",2019-01-31,200
BTCBitcoin,BTC,"$67,704,774,107.03",2019-02-28,1
ETHEthereum,ETH,"$14,365,118,212.57",2019-02-28,2
XRPXRP,XRP,"$13,033,383,005.96",2019-02-28,3
EOSEOS,EOS,"$3,207,737,514.56",2019-02-28,4
LTCLitecoin,LTC,"$2,805,515,463.89",2019-02-28,5
BCHBitcoin Cash,BCH,"$2,332,748,074.93",2019-02-28,6
USDTTether,USDT,"$2,041,809,695.17",2019-02-28,7
XLMStellar,XLM,"$1,642,455,833.00",2019-02-28,8
TRXTRON,TRX,"$1,591,516,788.55",2019-02-28,9
BNBBinance Coin,BNB,"$1,463,309,043.26",2019-02-28,10
BSVBitcoin SV,BSV,"$1,187,857,982.45",2019-02-28,11
ADACardano,ADA,"$1,118,064,551.77",2019-02-28,12
XMRMonero,XMR,"$826,452,334.25",2019-02-28,13
MIOTAIOTA,MIOTA,"$794,598,875.53",2019-02-28,14
DASHDash,DASH,"$722,011,351.44",2019-02-28,15
MKRMaker,MKR,"$674,741,786.92",2019-02-28,16
NEONeo,NEO,"$581,139,519.30",2019-02-28,17
ETCEthereum Classic,ETC,"$464,720,518.87",2019-02-28,18
XEMNEM,XEM,"$384,752,533.95",2019-02-28,19
ZECZcash,ZEC,"$310,749,404.15",2019-02-28,20
ONTOntology,ONT,"$294,665,081.37",2019-02-28,21
WAVESWaves,WAVES,"$266,840,115.61",2019-02-28,22
VETVeChain,VET,"$254,877,265.34",2019-02-28,23
XTZTezos,XTZ,"$249,088,934.11",2019-02-28,24
USDCUSD Coin,USDC,"$234,118,356.73",2019-02-28,25
DOGEDogecoin,DOGE,"$234,089,208.77",2019-02-28,26
BTGBitcoin Gold,BTG,"$220,051,741.47",2019-02-28,27
TUSDTrueUSD,TUSD,"$206,060,682.22",2019-02-28,28
BATBasic Attention Token,BAT,"$201,901,178.76",2019-02-28,29
QTUMQtum,QTUM,"$186,650,358.81",2019-02-28,30
OMGOmiseGO,OMG,"$183,910,618.57",2019-02-28,31
ABBCABBC Coin,ABBC,"$161,429,827.73",2019-02-28,32
DCRDecred,DCR,"$156,792,055.60",2019-02-28,33
LINKChainlink,LINK,"$149,597,202.29",2019-02-28,34
HOTHolo,HOT,"$147,360,241.74",2019-02-28,35
ZRX0x,ZRX,"$146,085,944.59",2019-02-28,36
ZILZilliqa,ZIL,"$141,899,768.45",2019-02-28,37
LSKLisk,LSK,"$140,416,861.67",2019-02-28,38
REPAugur,REP,"$138,621,769.84",2019-02-28,39
ICXICON,ICX,"$137,524,202.80",2019-02-28,40
DGBDigiByte,DGB,"$126,154,685.90",2019-02-28,41
THETATHETA,THETA,"$125,789,954.96",2019-02-28,42
STEEMSteem,STEEM,"$125,719,603.72",2019-02-28,43
BTSBitShares,BTS,"$125,220,104.45",2019-02-28,44
BCNBytecoin,BCN,"$124,199,307.31",2019-02-28,45
NPXSPundi X,NPXS,"$120,688,778.75",2019-02-28,46
PAXPaxos Standard,PAX,"$116,243,139.41",2019-02-28,47
NANONano,NANO,"$115,331,518.00",2019-02-28,48
KMDKomodo,KMD,"$114,952,883.38",2019-02-28,49
BCDBitcoin Diamond,BCD,"$114,254,414.26",2019-02-28,50
AEAeternity,AE,"$107,622,890.84",2019-02-28,51
SCSiacoin,SC,"$94,807,229.66",2019-02-28,52
XVGVerge,XVG,"$90,577,418.20",2019-02-28,53
BTMBytom,BTM,"$89,976,500.96",2019-02-28,54
SAISingle Collateral DAI,SAI,"$88,812,407.87",2019-02-28,55
IOSTIOST,IOST,"$88,454,203.39",2019-02-28,56
STRATStratis,STRAT,"$86,278,947.64",2019-02-28,57
REPOREPO,REPO,"$71,169,702.78",2019-02-28,58
SNTStatus,SNT,"$70,199,104.25",2019-02-28,59
GUSDGemini Dollar,GUSD,"$69,909,113.40",2019-02-28,60
XINMixin,XIN,"$64,795,003.48",2019-02-28,61
ENJEnjin Coin,ENJ,"$63,039,151.33",2019-02-28,62
ARKArk,ARK,"$62,908,914.60",2019-02-28,63
PPTPopulous,PPT,"$62,561,508.29",2019-02-28,64
GNTGolem,GNT,"$62,087,143.37",2019-02-28,65
ETNElectroneum,ETN,"$61,143,584.01",2019-02-28,66
CNXCryptonex,CNX,"$60,578,424.80",2019-02-28,67
HTHuobi Token,HT,"$60,434,062.78",2019-02-28,68
FCTFactom,FCT,"$58,471,853.46",2019-02-28,69
MAIDMaidSafeCoin,MAID,"$57,712,383.60",2019-02-28,70
ARDRArdor,ARDR,"$56,578,534.23",2019-02-28,71
RRevain,R,"$56,504,898.46",2019-02-28,72
HCHyperCash,HC,"$50,205,423.69",2019-02-28,73
MANADecentraland,MANA,"$46,053,419.88",2019-02-28,74
INBInsight Chain,INB,"$45,355,793.97",2019-02-28,75
AOAAurora,AOA,"$45,352,838.07",2019-02-28,76
LRCLoopring,LRC,"$45,255,597.05",2019-02-28,77
WTCWaltonchain,WTC,"$44,870,404.81",2019-02-28,78
ODEODEM,ODE,"$44,707,301.00",2019-02-28,79
NEXONexo,NEXO,"$44,461,470.49",2019-02-28,80
PAIProject Pai,PAI,"$44,322,285.01",2019-02-28,81
ELFaelf,ELF,"$43,027,324.24",2019-02-28,82
PIVXPIVX,PIVX,"$41,953,547.10",2019-02-28,83
MCOMCO,MCO,"$41,686,750.43",2019-02-28,84
CROCrypto.com Coin,CRO,"$40,779,799.34",2019-02-28,85
KCSKuCoin Shares,KCS,"$40,493,439.45",2019-02-28,86
RVNRavencoin,RVN,"$39,877,164.72",2019-02-28,87
LKYLinkey,LKY,"$39,730,323.56",2019-02-28,88
GXCGXChain,GXC,"$39,321,187.80",2019-02-28,89
WAXPWAX,WAXP,"$38,799,538.62",2019-02-28,90
QNTQuant,QNT,"$38,768,172.70",2019-02-28,91
XZCZcoin,XZC,"$37,124,381.80",2019-02-28,92
QBITQubitica,QBIT,"$37,047,450.63",2019-02-28,93
QASHQASH,QASH,"$36,605,168.39",2019-02-28,94
MOACMOAC,MOAC,"$36,355,915.79",2019-02-28,95
POWRPower Ledger,POWR,"$36,230,219.99",2019-02-28,96
VERIVeritaseum,VERI,"$35,615,252.54",2019-02-28,97
LOOMLoom Network,LOOM,"$35,406,138.99",2019-02-28,98
EURSSTASIS EURO,EURS,"$35,100,420.17",2019-02-28,99
RDDReddCoin,RDD,"$34,408,905.28",2019-02-28,100
AIONAion,AION,"$33,565,185.13",2019-02-28,101
DGTXDigitex Futures,DGTX,"$33,545,513.20",2019-02-28,102
ZENHorizen,ZEN,"$33,193,891.73",2019-02-28,103
MONAMonaCoin,MONA,"$32,741,777.10",2019-02-28,104
WANWanchain,WAN,"$32,599,422.93",2019-02-28,105
BNTBancor,BNT,"$32,142,245.43",2019-02-28,106
SANSantiment Network Token,SAN,"$32,098,446.39",2019-02-28,107
DGDDigixDAO,DGD,"$31,243,374.06",2019-02-28,108
ELAElastos,ELA,"$31,132,348.99",2019-02-28,109
TOMOTomoChain,TOMO,"$31,069,514.46",2019-02-28,110
POLYPolymath,POLY,"$30,500,055.95",2019-02-28,111
STORJStorj,STORJ,"$30,079,726.46",2019-02-28,112
QKCQuarkChain,QKC,"$30,011,447.71",2019-02-28,113
DENTDent,DENT,"$28,999,338.28",2019-02-28,114
NASNebulas,NAS,"$28,595,841.68",2019-02-28,115
LALATOKEN,LA,"$28,171,529.49",2019-02-28,116
SYSSyscoin,SYS,"$27,167,802.56",2019-02-28,117
NULSNULS,NULS,"$27,054,906.23",2019-02-28,118
RLCiExec RLC,RLC,"$27,021,812.20",2019-02-28,119
S4FS4FE,S4F,"$26,964,500.65",2019-02-28,120
BTCPBitcoin Private,BTCP,"$26,828,172.38",2019-02-28,121
WICCWaykiChain,WICC,"$26,703,968.21",2019-02-28,122
GBYTEObyte,GBYTE,"$26,397,432.08",2019-02-28,123
ETPMetaverse ETP,ETP,"$25,987,480.19",2019-02-28,124
PAYTenX,PAY,"$25,932,328.68",2019-02-28,125
TKNMonolith,TKN,"$25,379,936.82",2019-02-28,126
NXTNxt,NXT,"$25,009,842.72",2019-02-28,127
ENGEnigma,ENG,"$24,795,182.63",2019-02-28,128
AGISingularityNET,AGI,"$24,603,908.22",2019-02-28,129
KNCKyber Network,KNC,"$24,425,999.95",2019-02-28,130
GASGas,GAS,"$24,363,215.76",2019-02-28,131
CMTCyberMiles,CMT,"$23,454,101.67",2019-02-28,132
FUNFunFair,FUN,"$22,709,498.07",2019-02-28,133
DTRDynamic Trading Rights,DTR,"$22,634,243.63",2019-02-28,134
EDOEidoo,EDO,"$22,536,503.59",2019-02-28,135
CENNZCentrality,CENNZ,"$21,291,739.10",2019-02-28,136
HEDGHedgeTrade,HEDG,"$21,152,154.28",2019-02-28,137
CTXCCortex,CTXC,"$20,688,370.72",2019-02-28,138
EDREndor Protocol,EDR,"$20,494,787.30",2019-02-28,139
CVCCivic,CVC,"$20,051,320.89",2019-02-28,140
DRGNDragonchain,DRGN,"$19,928,175.43",2019-02-28,141
BRDBread,BRD,"$19,841,277.11",2019-02-28,142
THRThoreCoin,THR,"$19,835,303.31",2019-02-28,143
MXMMaximine Coin,MXM,"$19,692,800.80",2019-02-28,144
UNOUnobtanium,UNO,"$19,325,541.65",2019-02-28,145
XPXProximaX,XPX,"$19,316,197.31",2019-02-28,146
VTCVertcoin,VTC,"$19,252,189.11",2019-02-28,147
IOTXIoTeX,IOTX,"$19,233,225.47",2019-02-28,148
GETXGuaranteed Ethurance Token Extra,GETX,"$19,025,055.38",2019-02-28,149
CNDCindicator,CND,"$19,004,054.49",2019-02-28,150
KINKin,KIN,"$18,974,323.35",2019-02-28,151
MITHMithril,MITH,"$18,811,158.86",2019-02-28,152
B2GBitcoiin,B2G,"$18,558,155.68",2019-02-28,153
GVTGenesis Vision,GVT,"$18,316,393.13",2019-02-28,154
APLApollo Currency,APL,"$18,218,328.14",2019-02-28,155
MDAMoeda Loyalty Points,MDA,"$18,128,238.92",2019-02-28,156
MOCMoss Coin,MOC,"$18,053,033.25",2019-02-28,157
RNTOneRoot Network,RNT,"$18,024,793.56",2019-02-28,158
NECNectar,NEC,"$17,929,595.08",2019-02-28,159
