Date,CRYPTO:MANAUSD CRYPTO:USDTUSD,CRYPTO:MANAUSD CRYPTO:LINKUSD,CRYPTO:BATUSD CRYPTO:USDTUSD,CRYPTO:MANAUSD CRYPTO:BATUSD,CRYPTO:MANAUSD CRYPTO:ENJUSD,CRYPTO:MANAUSD CRYPTO:BNBUSD,CRYPTO:BATUSD CRYPTO:XMRUSD,CRYPTO:BATUSD CRYPTO:ARDRUSD,CRYPTO:BATUSD CRYPTO:XRPUSD,CRYPTO:BATUSD CRYPTO:PIVXUSD,CRYPTO:BATUSD CRYPTO:QTUMUSD,CRYPTO:BATUSD CRYPTO:NEOUSD,CRYPTO:BATUSD CRYPTO:SNTUSD,CRYPTO:BATUSD CRYPTO:OMGUSD,CRYPTO:BATUSD CRYPTO:ARKUSD,CRYPTO:BATUSD CRYPTO:ETCUSD,CRYPTO:BATUSD CRYPTO:BTGUSD,CRYPTO:BATUSD CRYPTO:ZRXUSD,CRYPTO:BATUSD CRYPTO:BTSUSD,CRYPTO:BATUSD CRYPTO:ZILUSD,CRYPTO:BATUSD CRYPTO:XLMUSD,CRYPTO:BATUSD CRYPTO:ZECUSD,CRYPTO:BATUSD CRYPTO:AEUSD,CRYPTO:BATUSD CRYPTO:DCRUSD,CRYPTO:BATUSD CRYPTO:BTMUSD,CRYPTO:BATUSD CRYPTO:ICXUSD,CRYPTO:BATUSD CRYPTO:STEEMUSD,CRYPTO:BATUSD CRYPTO:BCDUSD,CRYPTO:BATUSD CRYPTO:MIOTAUSD,CRYPTO:BATUSD CRYPTO:LRCUSD,CRYPTO:BATUSD CRYPTO:ELFUSD,CRYPTO:BATUSD CRYPTO:LSKUSD,CRYPTO:BATUSD CRYPTO:ETHUSD,CRYPTO:MANAUSD CRYPTO:BTCUSD,CRYPTO:BATUSD CRYPTO:SCUSD,CRYPTO:BATUSD CRYPTO:LINKUSD,CRYPTO:BATUSD CRYPTO:WAVESUSD,CRYPTO:XMRUSD CRYPTO:WAVESUSD,CRYPTO:XMRUSD CRYPTO:ZILUSD,CRYPTO:XMRUSD CRYPTO:LINKUSD,CRYPTO:BATUSD CRYPTO:XVGUSD,CRYPTO:OKBUSD CRYPTO:TUSDUSD,CRYPTO:OKBUSD CRYPTO:KMDUSD,CRYPTO:OKBUSD CRYPTO:DASHUSD,CRYPTO:OKBUSD CRYPTO:ARDRUSD,CRYPTO:OKBUSD CRYPTO:SCUSD,CRYPTO:OKBUSD CRYPTO:XRPUSD,CRYPTO:OKBUSD CRYPTO:WAVESUSD,CRYPTO:OKBUSD CRYPTO:XVGUSD,CRYPTO:OKBUSD CRYPTO:OMGUSD,CRYPTO:OKBUSD CRYPTO:ETCUSD,CRYPTO:OKBUSD CRYPTO:BTGUSD,CRYPTO:OKBUSD CRYPTO:BTSUSD,CRYPTO:OKBUSD CRYPTO:TRXUSD,CRYPTO:OKBUSD CRYPTO:XLMUSD,CRYPTO:OKBUSD CRYPTO:ZECUSD,CRYPTO:OKBUSD CRYPTO:AEUSD,CRYPTO:OKBUSD CRYPTO:ICXUSD,CRYPTO:OKBUSD CRYPTO:STEEMUSD,CRYPTO:OKBUSD CRYPTO:BCDUSD,CRYPTO:OKBUSD CRYPTO:MIOTAUSD,CRYPTO:OKBUSD CRYPTO:LSKUSD,CRYPTO:OKBUSD CRYPTO:ETHUSD,CRYPTO:BATUSD CRYPTO:TUSDUSD,CRYPTO:BATUSD CRYPTO:SNXUSD,CRYPTO:OKBUSD CRYPTO:ONTUSD,CRYPTO:OKBUSD CRYPTO:ZRXUSD,CRYPTO:OKBUSD CRYPTO:IOSTUSD,CRYPTO:OKBUSD CRYPTO:DCRUSD,CRYPTO:OKBUSD CRYPTO:BTMUSD,CRYPTO:BATUSD CRYPTO:BSVUSD,CRYPTO:XMRUSD CRYPTO:TUSDUSD,CRYPTO:XMRUSD CRYPTO:BSVUSD,CRYPTO:OKBUSD CRYPTO:BATUSD,CRYPTO:OKBUSD CRYPTO:XMRUSD,CRYPTO:OKBUSD CRYPTO:DOGEUSD,CRYPTO:OKBUSD CRYPTO:REPUSD,CRYPTO:OKBUSD CRYPTO:KCSUSD,CRYPTO:OKBUSD CRYPTO:QTUMUSD,CRYPTO:OKBUSD CRYPTO:NEOUSD,CRYPTO:OKBUSD CRYPTO:ENJUSD,CRYPTO:OKBUSD CRYPTO:EOSUSD,CRYPTO:OKBUSD CRYPTO:THETAUSD,CRYPTO:OKBUSD CRYPTO:BCHUSD,CRYPTO:OKBUSD CRYPTO:ADAUSD,CRYPTO:OKBUSD CRYPTO:MKRUSD,CRYPTO:OKBUSD CRYPTO:LTCUSD,CRYPTO:OKBUSD CRYPTO:BNBUSD,CRYPTO:BATUSD CRYPTO:XTZUSD,CRYPTO:BATUSD CRYPTO:KNCUSD,CRYPTO:BATUSD CRYPTO:MKRUSD,CRYPTO:XMRUSD CRYPTO:KCSUSD,CRYPTO:OKBUSD CRYPTO:ATOMUSD,CRYPTO:BATUSD CRYPTO:ENJUSD,CRYPTO:BATUSD CRYPTO:THETAUSD,CRYPTO:OKBUSD CRYPTO:LINKUSD,CRYPTO:BATUSD CRYPTO:DOGEUSD,CRYPTO:BATUSD CRYPTO:DASHUSD,CRYPTO:BATUSD CRYPTO:EOSUSD,CRYPTO:BATUSD CRYPTO:BCHUSD,CRYPTO:BATUSD CRYPTO:LTCUSD,CRYPTO:BATUSD CRYPTO:BNBUSD,CRYPTO:BATUSD CRYPTO:BTCUSD,CRYPTO:BATUSD CRYPTO:TRXUSD,CRYPTO:XMRUSD CRYPTO:DOGEUSD,CRYPTO:XMRUSD CRYPTO:DASHUSD,CRYPTO:XMRUSD CRYPTO:DCRUSD,CRYPTO:XMRUSD CRYPTO:USDTUSD,CRYPTO:XMRUSD CRYPTO:SXPUSD,CRYPTO:XMRUSD CRYPTO:ONTUSD,CRYPTO:XMRUSD CRYPTO:BCHUSD,CRYPTO:XMRUSD CRYPTO:LSKUSD,CRYPTO:XMRUSD CRYPTO:BCDUSD,CRYPTO:XMRUSD CRYPTO:REPUSD,CRYPTO:XMRUSD CRYPTO:EOSUSD,CRYPTO:XMRUSD CRYPTO:ETCUSD,CRYPTO:XMRUSD CRYPTO:TRXUSD,CRYPTO:XMRUSD CRYPTO:LTCUSD,CRYPTO:MANAUSD CRYPTO:TUSDUSD,CRYPTO:MANAUSD CRYPTO:ONTUSD,CRYPTO:MANAUSD CRYPTO:BCDUSD,CRYPTO:MANAUSD CRYPTO:XRPUSD,CRYPTO:MANAUSD CRYPTO:XLMUSD,CRYPTO:MANAUSD CRYPTO:BTMUSD,CRYPTO:MANAUSD CRYPTO:EOSUSD,CRYPTO:BATUSD CRYPTO:FILUSD,CRYPTO:MANAUSD CRYPTO:DOGEUSD,CRYPTO:MANAUSD CRYPTO:DCRUSD,CRYPTO:MANAUSD CRYPTO:DAIUSD,CRYPTO:MANAUSD CRYPTO:OKBUSD,CRYPTO:MANAUSD CRYPTO:BSVUSD,CRYPTO:MANAUSD CRYPTO:MKRUSD,CRYPTO:MANAUSD CRYPTO:LTCUSD,CRYPTO:BATUSD CRYPTO:DAIUSD,CRYPTO:BATUSD CRYPTO:LEOUSD,CRYPTO:BATUSD CRYPTO:OKBUSD,CRYPTO:BATUSD CRYPTO:ANTUSD,CRYPTO:BATUSD CRYPTO:TFUELUSD,CRYPTO:MANAUSD CRYPTO:USDCUSD,CRYPTO:MANAUSD CRYPTO:OMGUSD,CRYPTO:BATUSD CRYPTO:AAVEUSD,CRYPTO:BATUSD CRYPTO:USDCUSD,CRYPTO:MANAUSD CRYPTO:ETCUSD,CRYPTO:MANAUSD CRYPTO:COMPUSD,CRYPTO:MANAUSD CRYPTO:YFIUSD,CRYPTO:MANAUSD CRYPTO:XMRUSD,CRYPTO:MANAUSD CRYPTO:KSMUSD,CRYPTO:MANAUSD CRYPTO:DASHUSD,CRYPTO:MANAUSD CRYPTO:NEOUSD,CRYPTO:MANAUSD CRYPTO:UNIUSD,CRYPTO:MANAUSD CRYPTO:CELOUSD,CRYPTO:MANAUSD CRYPTO:BCHUSD,CRYPTO:MANAUSD CRYPTO:FILUSD,CRYPTO:MANAUSD CRYPTO:AAVEUSD,CRYPTO:MANAUSD CRYPTO:1INCHUSD,CRYPTO:MANAUSD CRYPTO:SUSHIUSD,CRYPTO:MANAUSD CRYPTO:THETAUSD,CRYPTO:MANAUSD CRYPTO:ZILUSD,CRYPTO:BATUSD CRYPTO:COMPUSD,CRYPTO:MANAUSD CRYPTO:ALGOUSD,CRYPTO:MANAUSD CRYPTO:ADAUSD,CRYPTO:MANAUSD CRYPTO:MIOTAUSD,CRYPTO:MANAUSD CRYPTO:FLOWUSD,CRYPTO:MANAUSD CRYPTO:CAKEUSD,CRYPTO:MANAUSD CRYPTO:TFUELUSD,CRYPTO:MANAUSD CRYPTO:KLAYUSD,CRYPTO:MANAUSD CRYPTO:CHZUSD,CRYPTO:MANAUSD CRYPTO:ETHUSD,CRYPTO:MANAUSD CRYPTO:MATICUSD,CRYPTO:MANAUSD CRYPTO:HBARUSD,CRYPTO:MANAUSD CRYPTO:WBTCUSD,CRYPTO:BATUSD CRYPTO:KCSUSD,CRYPTO:BATUSD CRYPTO:NEARUSD,CRYPTO:BATUSD CRYPTO:PAXGUSD,CRYPTO:MANAUSD CRYPTO:USDPUSD,CRYPTO:MANAUSD CRYPTO:FEIUSD,CRYPTO:KAVAUSD CRYPTO:TWTUSD,CRYPTO:KAVAUSD CRYPTO:USDPUSD,CRYPTO:KAVAUSD CRYPTO:QNTUSD,CRYPTO:MANAUSD CRYPTO:TWTUSD,CRYPTO:MANAUSD CRYPTO:USDDUSD,CRYPTO:MANAUSD CRYPTO:GUSDUSD,CRYPTO:MANAUSD CRYPTO:FTTUSD,CRYPTO:KAVAUSD CRYPTO:DAIUSD,CRYPTO:KAVAUSD CRYPTO:CHZUSD,CRYPTO:KAVAUSD CRYPTO:TUSDUSD,CRYPTO:BATUSD CRYPTO:TWTUSD,CRYPTO:BATUSD CRYPTO:USDPUSD,CRYPTO:MANAUSD CRYPTO:PAXGUSD,CRYPTO:MANAUSD CRYPTO:AGIXUSD,CRYPTO:MANAUSD CRYPTO:CFXUSD,CRYPTO:MANAUSD CRYPTO:SSVUSD,CRYPTO:MANAUSD CRYPTO:CSPRUSD,CRYPTO:MANAUSD CRYPTO:RPLUSD,CRYPTO:MANAUSD CRYPTO:WOOUSD,CRYPTO:MANAUSD CRYPTO:INJUSD,CRYPTO:MANAUSD CRYPTO:TRXUSD,CRYPTO:MANAUSD CRYPTO:RNDRUSD,CRYPTO:KAVAUSD CRYPTO:CSPRUSD,CRYPTO:KAVAUSD CRYPTO:WBTCUSD,CRYPTO:MANAUSD CRYPTO:BUSDUSD,CRYPTO:MANAUSD CRYPTO:XDCUSD
2019-06-17,,-3.9736805922646194,0.3832509204506932,,,-2.5350341212720693,,,0.6799337848227003,,,,,,,,,1.7871134399066269,,1.4865052283439275,1.6408358268140648,1.0910183373914555,1.768123326367104,,,,1.7544395529783934,,,,,,,-2.0722898799216307,1.7509491741373986,-2.4296834138463916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,-3.7427435372453703,0.7480592860235029,,,-2.5558161019680625,,,0.9068921786818531,,,,,,,,,1.8694726759117675,,1.689021975451068,1.8096439289845747,0.9802951679306354,1.8735219143707305,,,,1.8174234567019873,,,,,,,-1.9815807919321529,1.8509377688402675,-2.1483671876706483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,-3.6514620763791243,0.4146582340205158,,,-2.5179933465236255,,,0.7584421585094177,,,,,,,,,1.7641746468126756,,1.6515573977672373,1.7190280502248747,0.9102705178069725,1.7452154499655645,,,,1.7313864006427329,,,,,,,-1.9730515444462657,1.757394207251033,-2.2056206810495422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,,-3.5601658225791497,0.3516324768191468,,,-2.6392775593757296,,,0.7206821890141587,,,,,,,,,1.732160792670731,,1.634635348693705,1.688604761936919,0.8563125256613886,1.6985021663394315,,,,1.6779239433547675,,,,,,,-2.0999421602323745,1.6967481855140405,-2.1520313576746437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-21,,-3.529276217209124,0.2612324912799986,,,-2.776118769203238,,,0.5739335787949496,,,,,,,,,1.697725975483077,,1.7120603727920864,1.6340504253644494,0.8344406464045856,1.6981145546818137,,,,1.711310697807118,,,,,,,-2.3631772683582466,1.6876135537293608,-2.08372884078502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,,-3.6480748044079987,1.0679615724758238,,,-2.735002629403466,,,0.34358712287539317,,,,,,,,,1.6436172982515547,,1.6719296503276713,1.5384908892676208,0.7935575834500685,1.6618363181219808,,,,1.6601627407397235,,,,,,,-2.5238357025525917,1.6417162679610304,-2.164795303837318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-23,,-3.6475163328477636,1.293346460195033,,,-2.735493538198892,,,0.3276829187650582,,,,,,,,,1.5927475746959092,,1.6295639317568091,1.508427178572396,0.7847959303472138,1.6153513133446915,,,,1.56916991086673,,,,,,,-2.6158090534281992,1.5597297307595364,-2.173376447909562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,,-3.6562233217084152,0.8613908465220251,,,-2.737693873613421,,,0.30321424602782654,,,,,,,,,1.6197219057325938,,1.6230608223533876,1.5005710034952693,0.8004766704749706,1.4044249796245727,,,,1.5597020227942973,,,,,,,-2.6588756603375447,1.5506502494855336,-2.1776560892574564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-25,,-4.020826547909026,0.9295746541372041,,,-2.7180161233572777,,,0.28162448309105015,,,,,,,,,1.5560210371022412,,1.550011194651815,1.5021892504210097,0.7872554684543372,1.4072244466365982,,,,1.4687404481317299,,,,,,,-2.9163293808233997,1.4021536490190105,-2.5485014715407615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,,-4.176275544701096,1.3524442586318877,,,-2.8074942279496655,,,0.21203353143220582,,,,,,,,,1.5196691181129325,,1.5725693695669107,1.4303484583388726,0.5559956719708192,1.359001625170974,,,,1.4105407371044452,,,,,,,-3.311329692021494,1.2917405218420412,-2.6852738518162482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,,-4.369700803258724,1.70130398720729,,,-2.932247287747229,,,0.5593796797787004,,,,,,,,,1.3990167061437762,,1.60418199198529,1.5490347073572415,0.5259604854749224,1.42058017595529,,,,1.4355610390763096,,,,,,,-3.0655735864213582,1.2862322983702672,-2.798084554811348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,,-4.8735105292919405,0.621632814508926,,,-2.9114753440281564,,,0.4314362469414674,,,,,,,,,1.4617770919328232,,1.6071742799113082,1.5278046033112294,0.474022670203396,1.3642040086693035,,,,1.443729659819534,,,,,,,-3.326325970585165,1.2216576943181328,-3.2927619154119854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,-4.943008952994388,0.8256448353103139,,,-2.7701631878674187,,,0.697240336110184,,,,,,,,,1.7174995957065022,,1.8083345240887527,1.7411749301781962,0.7126630187333544,1.6460508024275295,,,,1.669014220522679,,,,,,,-3.00294903180562,1.5109369040886325,-3.264125860290552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.677477315749379,2.0597245554263086,1.330237516570642,1.2527272261663478,-3.406964354605046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.718182315752106,2.087637210718654,1.3492903715014721,1.2918475412818777,-3.4565291549692883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6294454907651525,1.6954666745639475,1.1831661723055777,1.4064500636561106,-3.1417459930235223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.697302525530943,1.8598766561192628,1.419477643103669,1.436653137594496,-3.137701538546537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.702260077711675,1.9203947391039102,1.512917337501479,1.4831513420717952,-3.1097374793141066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.576621460600692,1.563404990488782,1.2991414596453907,1.4632197717870734,-2.8408849914440832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3945337861797156,1.3538362436570281,1.3872496854845464,1.7295348326404154,-2.361120344352197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.375853802748333,1.6860358278746,1.5952641392616287,1.6484407992055234,-2.466625491361304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2225239089792885,1.8301032213866733,1.699715962939091,1.5827641006519408,-2.352911167426871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.198281473340475,2.104622289519508,1.8464224779997789,1.5864303159530218,-2.456481284860204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.989006461576517,2.6743211683024173,2.2489279808182605,1.6830848435263743,-2.4143996490606736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.207314283755923,2.248516064762809,2.118965687704199,1.8286242328112494,-2.336864660814533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.203412140107371,2.420118008430862,2.2043384321109167,1.7746597400537854,-2.4191917164273162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3354755054925906,2.195917126068178,2.2003272890568564,1.9131817143415812,-2.331065342503912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.281330095760554,2.166587376911251,2.2378279362615707,2.01043441318133,-2.210089536410234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.445145517390163,1.7771527194057375,1.8557882299952548,1.936559149539209,-2.3665100068006457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4103135496822325,2.037503296762544,2.030149172018867,1.860080717918215,-2.4176676744259096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3442211511472912,1.9727142280388354,2.0418421877871453,2.025203692537676,-2.275093191398981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
