,Period No.,Pair No.,Round Trip No.,Start Date,End Date,crypto 1,crypto 2,crypto 1 return,crypto 2 return,crypto 1 Long/Short,crypto 2 Long/Short,Quantity,Total Return
0,1,1,1,2019-01-22,2019-03-01,CRYPTO:LINKUSD,CRYPTO:KMDUSD,0.19443470598158252,0.5311521994704336,-1,1,0.0839879713397632,0.45152590026035555
1,1,2,1,2019-02-23,2019-03-01,CRYPTO:XMRUSD,CRYPTO:MKRUSD,-0.10687732342007439,0.08698124837204768,1,-1,0.2764860299649154,0.09317107390615029
2,1,3,1,2019-02-23,2019-03-01,CRYPTO:BNTUSD,CRYPTO:MKRUSD,-0.11198867084055031,0.08698124837204768,1,-1,0.0064473790159864,0.13002251463062825
3,1,4,1,2019-02-23,2019-03-01,CRYPTO:MKRUSD,CRYPTO:ETHUSD,0.08698124837204768,-0.08817720636641757,-1,1,1.1636718364319778,0.09211344263611315
4,1,5,1,2019-02-23,2019-03-01,CRYPTO:MKRUSD,CRYPTO:BNTUSD,0.08698124837204768,-0.11198867084055031,-1,1,126.86957569366656,0.13728342945338975
5,1,6,1,2019-02-23,2019-03-01,CRYPTO:MKRUSD,CRYPTO:XLMUSD,0.08698124837204768,-0.08849393956257534,-1,1,2034.912172998793,0.10150220497103962
6,1,7,1,2019-01-15,2019-03-01,CRYPTO:KMDUSD,CRYPTO:LINKUSD,0.5992755943464534,0.15589415442813914,1,-1,8.711758832355445,0.4211346737814386
7,1,8,1,2019-02-20,2019-03-01,CRYPTO:XLMUSD,CRYPTO:MKRUSD,-0.05802553444959624,-0.026508979082796147,1,-1,0.0003837487179097,-0.0697880428826002
8,2,1,1,2019-04-06,2019-04-29,CRYPTO:STEEMUSD,CRYPTO:LTCUSD,-0.34605244809660374,0.2801166572181275,1,-1,0.0204413996592572,0.29583988825039537
9,2,2,1,2019-03-25,2019-04-29,CRYPTO:ETHUSD,CRYPTO:KCSUSD,0.08265571057662124,0.16471810301597534,1,-1,126.1963769600895,0.24758691333656374
10,2,3,1,2019-03-05,2019-04-29,CRYPTO:ETHUSD,CRYPTO:BNBUSD,0.06729295287383796,-0.5696221674177722,1,-1,37.428983857008674,-0.8092695699450354
11,2,4,1,2019-04-02,2019-04-29,CRYPTO:ARKUSD,CRYPTO:LTCUSD,-0.36452068877585697,0.1420692536697905,1,-1,0.0222130178920312,-0.016300980079520754
