,Date,Crypto,Long/Short,Price,Open/Close,Transaction pair,Period No.,Pair No.,Round Trip No.,Quantity
0,2019-02-23,CRYPTO:STEEMUSD,Long,0.35074976,Open,CRYPTO:MKRUSD,1,1,1,1.0
1,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:STEEMUSD,1,1,1,0.005043013891118519
2,2019-03-01,CRYPTO:STEEMUSD,Short,0.39473509,Close,CRYPTO:MKRUSD,1,1,1,1.0
3,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:STEEMUSD,1,1,1,0.005043013891118519
4,2019-01-22,CRYPTO:LINKUSD,Short,0.53998369,Open,CRYPTO:KMDUSD,1,2,1,1.0
5,2019-01-22,CRYPTO:KMDUSD,Long,0.65954717,Open,CRYPTO:LINKUSD,1,2,1,0.08398797133976321
6,2019-03-01,CRYPTO:LINKUSD,Long,0.43499212,Close,CRYPTO:KMDUSD,1,2,1,1.0
7,2019-03-01,CRYPTO:KMDUSD,Short,1.0098671,Close,CRYPTO:LINKUSD,1,2,1,0.08398797133976321
8,2019-02-23,CRYPTO:XMRUSD,Long,53.8,Open,CRYPTO:MKRUSD,1,3,1,1.0
9,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:XMRUSD,1,3,1,0.27648602996491545
10,2019-03-01,CRYPTO:XMRUSD,Short,48.05,Close,CRYPTO:MKRUSD,1,3,1,1.0
11,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:XMRUSD,1,3,1,0.27648602996491545
12,2019-01-20,CRYPTO:BNTUSD,Long,0.55284379,Open,CRYPTO:REPUSD,1,4,1,1.0
13,2019-01-20,CRYPTO:REPUSD,Short,18.20778081,Open,CRYPTO:BNTUSD,1,4,1,0.09305730134613842
14,2019-03-01,CRYPTO:BNTUSD,Short,0.52533412,Close,CRYPTO:REPUSD,1,4,1,1.0
15,2019-03-01,CRYPTO:REPUSD,Long,12.78988907,Close,CRYPTO:BNTUSD,1,4,1,0.09305730134613842
16,2019-02-23,CRYPTO:BNTUSD,Long,0.59158493,Open,CRYPTO:MKRUSD,1,5,1,1.0
17,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:BNTUSD,1,5,1,0.006447379015986495
18,2019-03-01,CRYPTO:BNTUSD,Short,0.52533412,Close,CRYPTO:MKRUSD,1,5,1,1.0
19,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:BNTUSD,1,5,1,0.006447379015986495
20,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:STEEMUSD,1,6,1,1.0
21,2019-02-23,CRYPTO:STEEMUSD,Long,0.35074976,Open,CRYPTO:MKRUSD,1,6,1,164.85499404586702
22,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:STEEMUSD,1,6,1,1.0
23,2019-03-01,CRYPTO:STEEMUSD,Short,0.39473509,Close,CRYPTO:MKRUSD,1,6,1,164.85499404586702
24,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:ETHUSD,1,7,1,1.0
25,2019-02-23,CRYPTO:ETHUSD,Long,193.6725,Open,CRYPTO:MKRUSD,1,7,1,1.1636718364319778
26,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:ETHUSD,1,7,1,1.0
27,2019-03-01,CRYPTO:ETHUSD,Short,176.595,Close,CRYPTO:MKRUSD,1,7,1,1.1636718364319778
28,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:BNTUSD,1,8,1,1.0
29,2019-02-23,CRYPTO:BNTUSD,Long,0.59158493,Open,CRYPTO:MKRUSD,1,8,1,126.86957569366655
30,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:BNTUSD,1,8,1,1.0
31,2019-03-01,CRYPTO:BNTUSD,Short,0.52533412,Close,CRYPTO:MKRUSD,1,8,1,126.86957569366655
32,2019-02-23,CRYPTO:MKRUSD,Short,739.22579123,Open,CRYPTO:XLMUSD,1,9,1,1.0
33,2019-02-23,CRYPTO:XLMUSD,Long,0.09451958,Open,CRYPTO:MKRUSD,1,9,1,2034.912172998793
34,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:XLMUSD,1,9,1,1.0
35,2019-03-01,CRYPTO:XLMUSD,Short,0.08615517,Close,CRYPTO:MKRUSD,1,9,1,2034.912172998793
36,2019-01-15,CRYPTO:KMDUSD,Long,0.63145283,Open,CRYPTO:LINKUSD,1,10,1,1.0
37,2019-01-15,CRYPTO:LINKUSD,Short,0.51532888,Open,CRYPTO:KMDUSD,1,10,1,8.711758832355445
38,2019-03-01,CRYPTO:KMDUSD,Short,1.0098671,Close,CRYPTO:LINKUSD,1,10,1,1.0
39,2019-03-01,CRYPTO:LINKUSD,Long,0.43499212,Close,CRYPTO:KMDUSD,1,10,1,8.711758832355445
40,2019-02-20,CRYPTO:XLMUSD,Long,0.09146232,Open,CRYPTO:MKRUSD,1,11,1,1.0
41,2019-02-20,CRYPTO:MKRUSD,Short,657.49742363,Open,CRYPTO:XLMUSD,1,11,1,0.000383748717909767
42,2019-03-01,CRYPTO:XLMUSD,Short,0.08615517,Close,CRYPTO:MKRUSD,1,11,1,1.0
43,2019-03-01,CRYPTO:MKRUSD,Long,674.92700908,Close,CRYPTO:XLMUSD,1,11,1,0.000383748717909767
44,2019-04-06,CRYPTO:STEEMUSD,Long,0.50549823,Open,CRYPTO:LTCUSD,2,1,1,1.0
45,2019-04-06,CRYPTO:LTCUSD,Short,92.404055,Open,CRYPTO:STEEMUSD,2,1,1,0.020441399659257245
46,2019-04-29,CRYPTO:STEEMUSD,Short,0.33056933,Close,CRYPTO:LTCUSD,2,1,1,1.0
47,2019-04-29,CRYPTO:LTCUSD,Long,66.52014,Close,CRYPTO:STEEMUSD,2,1,1,0.020441399659257245
48,2019-04-03,CRYPTO:STEEMUSD,Long,0.46922124,Open,CRYPTO:ADAUSD,2,2,1,1.0
49,2019-04-03,CRYPTO:ADAUSD,Short,0.091052,Open,CRYPTO:STEEMUSD,2,2,1,11.825892586167614
50,2019-04-29,CRYPTO:STEEMUSD,Short,0.33056933,Close,CRYPTO:ADAUSD,2,2,1,1.0
51,2019-04-29,CRYPTO:ADAUSD,Long,0.063758,Close,CRYPTO:STEEMUSD,2,2,1,11.825892586167614
52,2019-04-07,CRYPTO:ETHUSD,Long,206.5975,Open,CRYPTO:REPUSD,2,3,1,1.0
53,2019-04-07,CRYPTO:REPUSD,Short,22.26100397,Open,CRYPTO:ETHUSD,2,3,1,11.873209829549943
